loan_amt_outstanding,income,years_employed,fico_score,loan_to_income,loan_per_year_employed,fico_income_interaction
3095.423878,58161.31317,7,626,0.05322135469842554,386.92798475,36408982.044420004
4657.994777,64066.95303,4,624,0.07270510858766986,931.5989554,39977778.69072
3948.489139,63062.0335,3,650,0.06261277855775753,987.12228475,40990321.775
5595.641491,79062.33122,5,720,0.07077506322649041,932.6069151666667,56924878.47839999
3338.48609,70779.95097,5,522,0.047167115040357206,556.4143483333334,36947134.40634
4300.709449,74562.81476,5,609,0.05767901148562168,716.7849081666667,45408754.188839994
1728.442117,28722.41666,5,526,0.060177461297917914,288.0736861666667,15107991.16316
6200.241069,75439.3179,5,638,0.08218845611961469,1033.3735115,48130284.820199996
4260.484964,78548.71838,5,674,0.05424003156021653,710.0808273333333,52941836.18812001
1073.677507,29891.69639,7,650,0.03591892186230255,134.209688375,19429602.653500002
5628.189808,79463.76781,5,630,0.07082711986909966,938.0316346666667,50062173.720300004
4132.386881,79861.46114,3,599,0.051744443714898156,1033.09672025,47837015.22286
3712.315765,76574.60154,2,666,0.048479726832301326,1237.4385883333332,50998684.625640005
3544.060037,59657.99186,6,584,0.059406291201646116,506.29429100000004,34840267.24624
3219.972621,60753.88373,4,657,0.05300027624994435,643.9945242,39915301.61061
2170.301059,47125.06613,6,669,0.04605406924983228,310.0430084285714,31526669.24097
5302.132152,75813.17772,4,557,0.06993681456688666,1060.4264304,42227939.990040004
3457.313672,59157.91881,7,639,0.05844211124203945,432.164209,37801910.11959
3972.957308,78008.82331,6,803,0.050929588979452975,567.5653297142857,62641085.11793
6352.241629,79181.79779,3,724,0.08022350851096756,1588.06040725,57327621.59996
5604.802493,83804.15197,4,574,0.06687977100394159,1120.9604986,48103583.230780005
3702.375026,51108.6492,3,657,0.07244126158449828,925.5937565,33578382.5244
6169.252576,105976.5065,7,706,0.058213398230312366,771.156572,74819413.589
3915.376897,83574.78422,5,516,0.046848782602255,652.5628161666667,43124588.65752
1875.755116,36165.86465,3,668,0.05186534689827012,468.938779,24158797.586200003
3130.987411,44104.95803,3,522,0.07098946582829364,782.74685275,23022788.09166
3556.098526,56178.53179,1,562,0.06329995485160934,1778.049263,31572334.86598
6529.821316,115666.6401,6,676,0.05645379955964975,932.8316165714285,78190648.7076
4246.180049,67150.19976,3,615,0.06323406429337428,1061.54501225,41297372.852400005
5276.047984,82085.2569,6,645,0.06427522046210134,753.7211405714286,52944990.7005
3899.760572,65050.64379,6,772,0.059949607640002275,557.1086531428572,50219097.00588
4896.429488,68198.97897,4,732,0.07179622865148892,979.2858976,49921652.60604
2725.307266,47307.93096,4,729,0.05760783045546222,545.0614532,34487481.66984
3651.178259,80833.54635,4,664,0.045169096542488026,730.2356517999999,53673474.7764
6207.929975,90127.05727,2,561,0.0688797588978589,2069.3099916666665,50561279.12847
2448.725785,38825.62225,6,568,0.0630698400445322,349.8179692857143,22052953.438
4088.998734,61984.85902,2,603,0.0659677024128534,1362.999578,37376869.98906
3284.222065,58733.76408,4,663,0.05591710520154496,656.844413,38940485.58504
6535.205764,101785.7617,3,589,0.0642055004038526,1633.801441,59951813.6413
2512.959692,57481.5076,5,683,0.043717706735240225,418.82661533333334,39259869.690799996
3291.224341,50717.44967,3,597,0.06489333281444368,822.80608525,30278317.452990003
5388.820517,90322.41784,3,636,0.05966204897754472,1347.20512925,57445057.74624
4442.656464,62401.46071,4,649,0.07119475110647301,888.5312928,40498548.00079
5381.51064,74057.79903,4,551,0.07266635938974292,1076.302128,40805847.26553
1902.408934,41215.64482,5,667,0.046157446820550375,317.06815566666666,27490835.09494
5044.257132,71657.06866,4,623,0.07039441085517613,1008.8514263999999,44642353.775180005
4252.275089,89410.57549,6,643,0.04755897236594826,607.4678698571428,57491000.040070005
4151.751985,93311.46503,5,610,0.04449348194909063,691.9586641666666,56919993.6683
7468.496462,96710.50788,2,770,0.07722528425959471,2489.4988206666667,74467091.0676
5958.102339,70002.34484,4,582,0.08511289661129139,1191.6204678,40741364.696880005
3434.919013,57486.52776,5,687,0.0597517217822002,572.4865021666667,39493244.57112
5569.977568,94631.3467,6,620,0.05885975168037148,795.7110811428572,58671434.953999996
5223.866214,76953.09446,5,634,0.06788377063442806,870.644369,48788261.88763999
2215.951223,45199.50931,6,706,0.049026001759287105,316.5644604285714,31910853.572860003
4015.611547,87865.614,7,760,0.04570174114932263,501.951443375,66777866.64
6024.14638,88905.25825,5,683,0.06775916856337619,1004.0243966666667,60722291.38475
2440.85624,47755.841,3,627,0.051111156014379246,610.21406,29942912.307
5076.510071,82657.33327,4,648,0.06141633016826437,1015.3020141999999,53561951.958960004
4503.521294,76754.56502,4,590,0.05867431198089443,900.7042588,45285193.3618
2722.406684,62889.00885,8,679,0.043289069644110174,302.48963155555555,42701637.00915
3820.026725,62216.69428,5,710,0.061398741433399746,636.6711208333334,44173852.9388
3300.53902,53609.34327,2,599,0.06156648857486431,1100.1796733333333,32111996.618729997
4575.345036,65049.91986,5,660,0.07033590580552121,762.557506,42932947.1076
3730.506586,68421.66745,4,695,0.054522298636928035,746.1013172,47553058.877749994
3341.822487,58827.9086,6,686,0.05680675323112189,477.4032124285714,40355945.299600005
3432.963935,76964.57596,4,542,0.04460446760259648,686.592787,41714800.170320004
1917.65248,30611.62821,6,757,0.06264457632838065,273.9503542857143,23173002.55497
3061.093329,46429.08555,5,652,0.06593051085698304,510.18222149999997,30271763.778600004
5304.826903,87381.77822,5,650,0.0607086169565398,884.1378171666667,56798155.842999995
5801.16321,88859.05458,4,679,0.06528499810575765,1160.232642,60335298.05982
2722.706729,48632.57113,7,685,0.05598525156455192,340.338341125,33313311.224049997
4203.802318,81279.85969,5,585,0.051720098115099006,700.6337196666667,47548717.91865
6332.402146,99288.13944,7,640,0.06377803211593974,791.55026825,63544409.2416
4955.74351,77239.57495,6,613,0.06416067816457915,707.9633585714286,47347859.44435
5742.230317,82238.54989,5,690,0.06982407064096854,957.0383861666666,56744599.4241
3221.790261,50937.57455,6,656,0.06324977758362368,460.25575157142856,33415048.904799998
7194.15692,91468.26292,3,614,0.07865194648130035,1798.53923,56161513.43288
2514.722735,66592.36868,5,608,0.03776292666576216,419.1204558333333,40488160.15744
7037.583785,125291.1519,7,682,0.056169838637614364,879.697973125,85448565.5958
5428.947286,93515.47582,5,789,0.05805399842472775,904.8245476666666,73783710.42198001
5148.565234,95639.86316,5,596,0.05383283772931496,858.0942056666667,57001358.44335999
2859.136503,53683.00523,3,581,0.0532596208184886,714.78412575,31189826.03863
6381.847955,90677.06479,4,617,0.07037995737631574,1276.3695910000001,55947748.975430004
3965.008957,99837.63564,6,632,0.039714571880062666,566.429851,63097385.724479996
3657.948679,54075.95951,3,705,0.06764463750765086,914.48716975,38123551.45455
4812.279568,71824.47906,4,751,0.06700054954680516,962.4559136,53940183.774059996
3303.413563,54065.82427,3,673,0.061099846484203066,825.85339075,36386299.73371
4590.852814,78424.67328,3,512,0.0585383734727299,1147.7132035,40153432.71936
3761.556112,69099.4137,6,547,0.054436874504849284,537.3651588571429,37797379.293900006
3927.137575,77154.16869,5,636,0.05089987542640841,654.5229291666667,49070051.28684001
4644.797144,66063.21262,4,540,0.0703083752624456,928.9594288000001,35674134.8148
7086.340084,95181.33624,6,635,0.07445094137003208,1012.3342977142858,60440148.5124
2638.992664,66564.04361,4,641,0.039645918739887,527.7985328,42667551.954009995
4939.841776,68406.12972,5,549,0.07221343754057641,823.3069626666667,37554965.21628
3250.940299,53386.15758,3,670,0.06089481705192062,812.73507475,35768725.5786
3725.306307,57115.32602,3,706,0.06522428508296162,931.32657675,40323420.17012
5573.507296,79255.71416,5,577,0.07032309726814122,928.9178826666666,45730547.07032
8175.079724,107192.5588,5,640,0.07626536594929885,1362.5132873333334,68603237.632
3607.485487,60840.94718,4,561,0.05929371014339797,721.4970974,34131771.36798
7322.664343,115402.4495,4,528,0.06345328348456371,1464.5328686,60932493.336
6284.976118,85676.40651,3,594,0.07335713966006582,1571.2440295,50891785.46694
1893.13213,52688.49012,6,652,0.0359306582073692,270.44744714285713,34352895.558240004
3357.69149,66021.32306,5,643,0.050857682553524144,559.6152483333334,42451710.727579996
3974.300273,85024.03242,6,602,0.04674325787468052,567.7571818571429,51184467.51684
3060.447629,47536.8169,4,643,0.06438057548896631,612.0895257999999,30566173.2667
5238.073804,89031.02522,4,582,0.05883425234066024,1047.6147607999999,51816056.67804
2042.535985,36313.79378,6,657,0.056246835495020346,291.790855,23858162.51346
4581.016397,76279.74665,2,701,0.06005547472462594,1527.0054656666669,53472102.401650004
2307.732718,39049.97734,5,678,0.05909690287008252,384.6221196666667,26475884.63652
2150.331087,41578.21862,5,630,0.05171773005960211,358.3885145,26194277.7306
5930.695517,92811.06837,5,650,0.0639007353443323,988.4492528333334,60327194.4405
4653.582425,75534.70082,4,600,0.06160853719442046,930.7164849999999,45320820.492
4758.843272,75181.14042,3,584,0.0632983650600588,1189.710818,43905786.005279996
1345.077214,37723.82786,5,717,0.035655904776052176,224.17953566666665,27047984.57562
4038.097211,54418.07467,2,651,0.07420507313817089,1346.0324036666666,35426166.61017
5330.26593,75454.57352,2,544,0.0706420523139862,1776.7553099999998,41047287.994880006
2014.626282,37759.93791,5,618,0.05335353799438084,335.771047,23335641.62838
4672.297218,67617.51018,4,597,0.06909892430959222,934.4594436,40367653.57746
3752.958443,55150.15596,2,534,0.06804982465786576,1250.9861476666667,29450183.28264
1252.285443,20757.60204,3,701,0.06032900334665395,313.07136075,14551079.030040001
3422.351784,68896.92865,6,576,0.0496735028833586,488.9073977142857,39684630.9024
3129.765398,65861.83267,5,586,0.047520168678483875,521.6275663333333,38595033.94462
2443.242314,61257.75117,5,654,0.039884623044351225,407.20705233333337,40062569.26518
5630.03613,102710.5239,7,753,0.05481459850625089,703.75451625,77341024.4967
2079.931492,47788.4845,4,680,0.04352369642432324,415.9862984,32496169.46
3451.888269,64106.88158,6,517,0.053845830336303094,493.1268955714286,33143257.776860002
3682.22545,81133.01875,4,605,0.04538504183236267,736.4450899999999,49085476.34375
780.2134722,10258.24788,3,835,0.07605718649527728,195.05336805,8565636.9798
3672.296309,56665.90111,1,604,0.06480610450024472,1836.1481545,34226204.27044
3493.359617,71569.4824,6,706,0.04881074306821017,499.0513738571429,50528054.57439999
6063.901718,104086.89,4,626,0.0582580737875994,1212.7803436,65158393.14
2710.632661,52043.13762,3,516,0.05208434358320142,677.65816525,26854259.01192
2556.272092,54377.88925,6,687,0.04700940266733488,365.18172742857143,37357609.91475
1540.40682,24164.84959,2,624,0.06374576486392498,513.46894,15078866.14416
4774.75626,77772.30174,6,645,0.06139404586353968,682.1080371428571,50163134.6223
4748.341618,62352.70937,3,611,0.0761529316993631,1187.0854045,38097505.425069995
2227.671183,41612.41209,2,613,0.053533815298387966,742.557061,25508408.611169998
2455.995343,41355.6642,5,625,0.05938715748979829,409.3325571666667,25847290.125
3082.326356,48816.2736,6,655,0.06314136923259252,440.3323365714286,31974659.208
3831.365239,69780.98694,3,523,0.054905575386020686,957.84130975,36495456.16962
2733.180235,54620.61701,3,605,0.050039351156534295,683.29505875,33045473.291050002
4669.87666,79554.15806,4,654,0.05870059810600049,933.975332,52028419.37124
4229.222711,72845.55924,1,640,0.05805738544759016,2114.6113555,46621157.9136
5858.129417,110551.1632,8,658,0.05299021057199523,650.9032685555555,72742665.3856
3180.41603,40239.9362,2,601,0.07903630895719371,1060.1386766666667,24184201.6562
3968.606398,76214.02058,7,620,0.05207186771864606,496.07579975,47252692.7596
4743.408996,77328.68794,5,721,0.06134087002250849,790.568166,55753984.00474
3377.685758,53512.6261,3,569,0.06311941693208886,844.4214395,30448684.2509
4827.283234,78053.44272,4,602,0.06184587208094073,965.4566468,46988172.517440006
3469.464323,58716.60206,5,583,0.05908830213634662,578.2440538333334,34231779.00098
6958.451281,86528.67477,3,587,0.08041786493801842,1739.61282025,50792332.08999
6913.143477,90011.06472,3,618,0.07680326300358863,1728.28586925,55626837.99696
2679.855404,55297.8711,5,703,0.04846218038132643,446.6425673333333,38874403.3833
3784.204909,75533.74684,5,639,0.05009952593727178,630.7008181666666,48266064.23076001
4597.768386,61891.09628,2,698,0.07428804242091722,1532.589462,43199985.203439996
2735.761364,58522.03385,5,681,0.04674754419788936,455.9602273333333,39853505.05185
5098.061451,76781.54445,7,658,0.06639696410709023,637.257681375,50522256.2481
3715.056396,64201.44195,6,556,0.05786562237707084,530.7223422857143,35696001.7242
5453.522902,92270.11196,3,668,0.0591038938405651,1363.3807255,61636434.78928
4489.925458,76984.89606,4,631,0.05832216042017318,897.9850915999999,48577469.41386
4416.545278,83494.22222,5,622,0.052896417985784594,736.0908796666666,51933406.22084
3581.474396,77148.05909,5,684,0.04642338949545668,596.9123993333334,52769272.417559996
6425.52202,89511.87532,4,681,0.07178401744972196,1285.1044040000002,60957587.092920005
4248.004826,59137.04026,4,664,0.07183323357495618,849.6009652,39266994.73264
5582.223236,96638.99202,5,575,0.05776367405391566,930.3705393333333,55567420.4115
4243.873888,74644.89747,6,555,0.05685417264654656,606.2676982857143,41427918.09585
4046.284029,84109.29886,3,549,0.0481074516586678,1011.57100725,46176005.07414
4605.115659,71202.80516,1,597,0.06467604258831035,2302.5578295,42508074.680520006
2828.389423,59974.49754,2,605,0.04715986859358756,942.7964743333333,36284571.0117
3026.876468,80376.05445,5,628,0.03765893323172871,504.4794113333333,50476162.1946
8327.85617,118185.9949,3,577,0.07046398498380399,2081.9640425,68193319.0573
3746.241872,94603.11618,7,681,0.03959956102114522,468.280234,64424722.11858
4380.301635,75893.37644,3,646,0.05771652073491915,1095.07540875,49027121.18024
3580.791282,51902.32643,3,583,0.06899095913861157,895.1978205,30259056.30869
5061.906668,95197.20504,3,705,0.05317284962116181,1265.476667,67114029.5532
3503.511013,57721.1605,5,543,0.06069716863955469,583.9185021666666,31342590.151499998
3344.299517,62364.42359,4,611,0.053625117084905215,668.8599034,38104662.813489996
7668.232088,127141.0665,3,618,0.06031278719798758,1917.058022,78573179.097
5891.612464,84223.8692,3,661,0.06995181437152555,1472.903116,55671977.5412
6277.440295,103769.7984,8,718,0.060493904697992616,697.4933661111112,74506715.2512
2693.629683,41430.90385,7,710,0.0650149871865512,336.703710375,29415941.7335
1820.797385,42945.18409,6,647,0.04239817394056959,260.11391214285715,27785534.106230002
6233.429979,95538.90193,5,723,0.06524494057407003,1038.9049965,69074626.09539
4774.897693,76789.98679,4,662,0.06218125425644209,954.9795386,50834971.25498
3676.141354,77451.17932,5,578,0.04746398164918913,612.6902256666666,44766781.64696
3884.070447,68031.64963,6,646,0.05709211033492483,554.8672067142858,43948445.66098
2436.307477,51843.41971,3,524,0.04699357200163766,609.07686925,27165951.92804
2145.92281,32953.69334,5,678,0.06511934148911033,357.65380166666665,22342604.084519997
2332.452776,50503.95195,5,637,0.0461835695207178,388.74212933333337,32171017.39215
5506.402021,87948.59295,5,604,0.06260932479122044,917.7336701666667,53120950.1418
2355.702413,50481.54503,6,656,0.04666462588562605,336.52891614285716,33115893.53968
3947.876529,80538.81773,7,697,0.04901830744754567,493.484566125,56135555.95781
5664.44269,86264.7429,3,656,0.06566347385397861,1416.1106725,56589671.3424
4694.615787,74006.95216,4,693,0.06343479429860857,938.9231573999999,51286817.846880004
4815.121256,83880.77718,3,538,0.057404347191607606,1203.780314,45127858.12284
4432.312337,64209.95325,6,571,0.06902843114795403,633.1874767142857,36663883.30575
2487.986091,49389.59529,7,642,0.050374700913035676,310.998261375,31708120.176179998
6144.471936,85548.94352,4,658,0.07182405396381891,1228.8943872,56291204.836160004
6254.294876,90949.14318,3,646,0.06876694663910339,1563.573719,58753146.49428
6593.952318,95905.57973,7,689,0.06875462654513945,824.24403975,66078944.43397
4030.345645,61486.82951,5,636,0.06554811293821826,671.7242741666666,39105623.56836
1949.773583,43191.435,4,592,0.045142597900598984,389.9547166,25569329.52
2057.537353,33291.48972,3,572,0.06180370329604453,514.38433825,19042732.11984
3236.909111,54218.16717,4,633,0.05970155908795355,647.3818222,34320099.81861
2943.299109,43400.91984,5,516,0.06781651448362905,490.5498515,22394874.63744
3810.786358,79225.04415,5,622,0.048100779227548074,635.1310596666666,49277977.4613
5692.49133,84905.51759,3,517,0.06704501063666332,1423.1228325,43896152.59403
4889.739399,69150.94443,6,634,0.07071110075552281,698.5341998571429,43841698.76862
3151.845415,60421.32403,2,661,0.05216445461180065,1050.6151383333333,39938495.18383
4041.118108,53211.366,2,657,0.07594464137462766,1347.0393693333333,34959867.462
3453.469235,71765.01428,3,635,0.04812190549391859,863.36730875,45570784.0678
2576.20225,47131.02436,2,658,0.054660434075601304,858.7340833333333,31012214.028880004
4955.930702,76433.21598,2,536,0.06484001279276226,1651.9769006666666,40968203.76527999
6601.986091,106465.2684,3,615,0.06201070255262691,1650.49652275,65476140.066
4073.336982,76705.32968,6,637,0.05310370216698216,581.9052831428571,48861295.00616
3179.097269,56447.48104,6,634,0.056319559533416524,454.1567527142857,35787702.97936
4082.60404,72975.27459,4,636,0.05594503155872339,816.520808,46412274.639240004
3930.764746,61412.95383,6,684,0.06400546628675317,561.5378208571428,42006460.41972
5276.456773,76495.87985,3,650,0.0689770061247426,1319.11419325,49722321.902499996
3648.628104,53321.52026,3,558,0.06842693318083524,912.157026,29753408.30508
3851.76268,74504.9657,5,639,0.05169806661555583,641.9604466666666,47608673.0823
3182.855198,66305.75915,5,641,0.048002695976251376,530.4758663333333,42501991.61515
4699.192759,64186.13564,2,700,0.07321195943751924,1566.3975863333333,44930294.948
5894.987356,77903.17818,4,554,0.07567069141009375,1178.9974711999998,43158360.711720005
5612.209836,75856.91168,3,624,0.07398415927609796,1403.052459,47334712.88832001
4517.67508,90588.38003,5,733,0.04987035951469735,752.9458466666666,66401282.56199
4434.794183,75282.98994,5,630,0.058908316293967485,739.1323638333333,47428283.6622
1035.472592,15296.00237,5,682,0.06769563490413505,172.57876533333334,10431873.61634
3273.345444,74595.9267,3,569,0.04388102124021363,818.336361,42445082.2923
3848.509319,60919.57161,4,587,0.06317361099606107,769.7018638,35759788.53507
3396.537854,58985.88864,4,587,0.05758221046175999,679.3075708,34624716.63168
4255.283743,71689.28943,6,658,0.05935731511323815,607.8976775714285,47171552.44494
6894.769899,83923.06805,4,601,0.08215583699597413,1378.9539798,50437763.89805
5822.309242,70698.46869,3,548,0.0823541068116683,1455.5773105,38742760.84212
2651.558422,48854.46493,3,608,0.05427463847459899,662.8896055,29703514.677440003
2924.585568,50458.54818,7,664,0.057960160833585836,365.573196,33504475.99152
4916.47714,69216.31371,2,581,0.07103061224161471,1638.8257133333334,40214678.26551
4100.299254,57689.40523,6,561,0.07107542949318987,585.7570362857142,32363756.33403
5176.915602,82417.59227,2,425,0.06281323512797625,1725.638534,35027476.71475
3958.290997,65382.35311,8,638,0.06054066286479452,439.81011077777777,41713941.28418
4325.389383,106612.8499,5,672,0.04057099483801933,720.8982305,71643835.1328
3785.089141,51447.53617,8,645,0.07357182525552279,420.5654601111111,33183660.82965
3244.075582,63184.86035,3,631,0.05134260903606883,811.0188955,39869646.88085
2746.291471,62677.09987,8,537,0.04381650517736668,305.1434967777778,33657602.63019
6458.591827,97225.86047,3,599,0.06642874432493641,1614.64795675,58238290.42153
2998.071151,43588.11689,5,666,0.06878184617374551,499.6785251666667,29029685.848739997
2611.177124,72928.43305,5,670,0.03580465142002931,435.1961873333333,48862050.14350001
3767.426403,64536.31243,4,639,0.058376846477368884,753.4852806,41238703.64277
4316.678084,66856.86429,4,603,0.06456596685736418,863.3356168,40314689.16687
3310.630104,65805.16814,7,722,0.05030957594252096,413.828763,47511331.39708
4187.062246,99210.84819,2,580,0.042203673512992236,1395.6874153333335,57542291.9502
4068.47203,60831.58204,7,677,0.06688091766638392,508.55900375,41182981.04108
2701.967675,64113.03895,5,668,0.04214380910979819,450.32794583333333,42827510.0186
4290.842733,71988.96316,3,560,0.05960417464832392,1072.71068325,40313819.3696
4521.144514,65213.89018,5,606,0.06932793767480583,753.5240856666666,39519617.44908
5408.299427,104201.4646,3,652,0.051902335996034527,1352.07485675,67939354.9192
2647.493203,50265.36177,7,754,0.052670330217884545,330.936650375,37900082.77458
5922.714647,95176.06352,4,636,0.06222903561979311,1184.5429294,60531976.398719996
4207.558755,106579.226,5,488,0.039478225850134455,701.2597925,52010662.287999995
3423.943271,53734.12458,6,680,0.06372009030943963,489.134753,36539204.7144
4397.870641,85881.64259,6,575,0.05120850636199729,628.2672344285714,49381944.489250004
5365.831541,79004.78696,8,675,0.06791780279907336,596.2035045555555,53328231.198
2701.848689,63045.80042,5,597,0.04285533169470298,450.3081148333333,37638342.85074
3555.600569,61134.36448,7,690,0.05816042416053983,444.450071125,42182711.4912
2962.209515,59960.12244,3,623,0.049402993096199506,740.55237875,37355156.28012
5529.282387,92127.26517,5,621,0.060017871763988054,921.5470645,57211031.67057
4322.78733,93494.54406,3,548,0.046235717532133444,1080.6968325,51235010.14488
2395.916941,35105.11218,3,530,0.06824980158578574,598.97923525,18605709.455399998
4714.701298,67234.68571,3,535,0.07012305104340878,1178.6753245,35970556.85485
5298.758678,79325.93745,3,651,0.06679730297890357,1324.6896695,51641185.27995
3432.745473,74086.02459,4,542,0.04633458863464259,686.5490946,40154625.32778
6363.151219,79282.81641,3,548,0.08025889476495884,1590.78780475,43446983.39268
4955.424571,64143.73947,3,540,0.07725499965963778,1238.85614275,34637619.3138
2600.494498,51787.19823,6,790,0.05021500654274312,371.499214,40911886.6017
6946.290875,120237.5832,7,652,0.05777137805063791,868.286359375,78394904.2464
4759.125449,82684.15468,5,591,0.05755788962662758,793.1875748333333,48866335.41588
6014.350765,103231.0957,6,628,0.058261037763466646,859.1929664285715,64829128.0996
5416.736833,84644.28672,5,650,0.06399412225959633,902.7894721666667,55018786.368
5243.878277,92903.49236,5,682,0.056444361172382905,873.9797128333333,63360181.78952
3002.115816,57434.84547,5,659,0.052269938072973976,500.352636,37849563.16473
6780.925439,96260.12215,5,797,0.07044376515919014,1130.1542398333333,76719317.35355
5565.58075,115684.9119,4,597,0.04810982399124678,1113.11615,69063892.4043
3875.97094,74706.16599,3,624,0.051882878589525616,968.992735,46616647.577759996
3915.505545,52146.73374,8,672,0.07508630481915421,435.05617166666667,35042605.07328
5674.980431,76691.18332,5,628,0.07399782067837837,945.8300718333334,48162063.12496
5361.492572,95009.14891,6,650,0.0564313293346348,765.9275102857143,61755946.7915
3177.530335,58770.32443,5,622,0.05406691839400372,529.5883891666666,36555141.79546
5602.58124,79808.68968,5,715,0.07020014064124905,933.76354,57063213.121199995
4999.801834,86556.61209,5,639,0.05776337258606579,833.3003056666666,55309675.12551
5916.908486,99094.40561,5,702,0.059709813581476215,986.1514143333334,69564272.73822
2825.265023,74343.50763,5,567,0.038002848036482906,470.8775038333333,42152768.82621
3978.05777,81608.25096,5,662,0.048745779049977254,663.0096283333334,54024662.135520004
2782.976666,61574.74352,5,636,0.045196723638010264,463.82944433333336,39161536.87872
3123.413106,57388.5372,5,580,0.05442573131042577,520.568851,33285351.575999998
3213.278699,57442.8821,5,611,0.05593867475782628,535.5464498333333,35097600.9631
4788.527308,79059.28717,4,624,0.06056881461178284,957.7054615999999,49332995.194079995
540.4289966,12122.98535,6,691,0.044578870711529904,77.20414237142857,8376982.876850001
3247.647411,52360.15017,4,648,0.06202517373219319,649.5294822,33929377.31016
4193.389854,69603.38999,4,651,0.06024691979143865,838.6779708,45311806.883489996
2437.191313,66951.35809,5,622,0.03640241785218726,406.1985521666666,41643744.731979996
5434.296972,80420.21928,7,519,0.06757376466497526,679.2871215,41738093.806320004
3318.358428,52674.69613,5,581,0.06299720115608008,553.059738,30603998.45153
5595.930322,75337.18447,0,533,0.07427846370014102,5595.930322,40154719.32251
2892.641476,54316.15979,7,644,0.053255633077346175,361.5801845,34979606.904759996
4846.958962,71368.52126,3,585,0.0679145213654394,1211.7397405,41750584.93709999
3015.345442,64975.23999,4,654,0.046407607612032956,603.0690883999999,42493806.95346
3733.473684,64645.34557,5,581,0.057753170797107505,622.245614,37558945.77617
4158.102386,67232.67059,3,718,0.061846455740174305,1039.5255965,48273057.483619995
3719.667989,71139.91226,7,621,0.05228665415488824,464.958498625,44177885.513459995
3096.415319,42923.27529,3,690,0.07213837476305648,774.10382975,29617059.950099997
2860.089327,59715.73544,6,628,0.04789506996570124,408.58418957142857,37501481.85632
3400.525636,61283.10293,4,559,0.0554887966398948,680.1051272,34257254.53787
3409.854536,66530.31722,3,633,0.051252642080048504,852.463634,42113690.80026
5496.258305,91097.23022,5,581,0.06033397823036103,916.0430508333334,52927490.757819995
3320.649792,61931.16045,4,696,0.05361840094417901,664.1299584000001,43104087.673200004
3406.899014,63264.87776,5,732,0.05385134903556555,567.8165023333333,46309890.520320006
3233.882897,55825.08779,5,679,0.05792884570297729,538.9804828333333,37905234.609409995
6964.491421,102437.9004,6,620,0.0679874479439449,994.9273458571428,63511498.247999996
3507.205809,59435.13705,7,714,0.0590089630985547,438.400726125,42436687.8537
4347.140086,64494.05848,7,651,0.06740372971381033,543.39251075,41985632.07048
4232.161126,71064.21686,3,600,0.05955403876859731,1058.0402815,42638530.116
4579.578651,72103.73322,2,635,0.06351375229023803,1526.5262169999999,45785870.594699994
5850.999221,80864.80674,4,681,0.07235532312270317,1170.1998442,55068933.38994
5050.970901,80471.03074,5,609,0.06276756808617004,841.8284835,49006857.72066
3012.121008,44827.91275,3,549,0.06719297917641295,753.030252,24610524.09975
5270.086345,73512.12709,7,760,0.07169002657855633,658.760793125,55869216.5884
3227.726625,45176.62211,6,580,0.07144683409639174,461.10380357142856,26202440.823799998
3966.631672,72168.15809,8,592,0.0549637371512004,440.7368524444444,42723549.58928
4311.264586,64680.80918,6,685,0.06665446274698794,615.8949408571428,44306354.2883
4436.068311,70768.28652,2,606,0.06268441033518068,1478.689437,42885581.63112
2631.912756,48014.5858,5,602,0.05481485911194063,438.652126,28904780.6516
5391.014087,81406.37747,5,661,0.06622348585552135,898.5023478333333,53809615.50767001
4717.801224,90256.78454,4,612,0.05227087634455773,943.5602448,55237152.13847999
3341.427668,66608.32151,6,536,0.05016531856981536,477.3468097142857,35702060.32935999
3308.228795,58664.59952,6,577,0.05639225055675633,472.60411357142857,33849473.92304
3512.384027,46115.48966,4,648,0.07616495136059312,702.4768054,29882837.29968
2941.850423,53562.89621,6,693,0.054923288901540836,420.2643461428571,37119087.073529996
2813.242256,48014.96443,4,601,0.05859094741271287,562.6484512,28856993.62243
3401.967412,69056.85359,4,571,0.04926328430989173,680.3934824,39431463.39989
3758.576382,76117.90651,5,697,0.04937834675546205,626.429397,53054180.83747
3166.537998,66182.23024,6,593,0.04784574328288992,452.3625711428571,39246062.53232
2763.269168,45409.30018,6,626,0.06085249402623909,394.75273828571426,28426221.91268
4429.521296,59413.46694,4,536,0.07455416295431296,885.9042592,31845618.27984
3849.791979,87484.04238,5,603,0.044005648049890614,641.6319965,52752877.555139996
3822.901951,68962.71812,4,565,0.05543432821618844,764.5803902,38963935.7378
5596.026106,72595.16628,5,595,0.07708538175033594,932.6710176666667,43194123.9366
3736.527292,107143.5736,7,674,0.034874021524750845,467.0659115,72214768.6064
3953.211571,84824.59893,5,636,0.046604541852484485,658.8685951666666,53948444.919479996
2641.401611,69032.72665,5,597,0.03826303463795946,440.2336018333333,41212537.810049996
3002.285163,62135.93139,3,621,0.04831801979610886,750.57129075,38586413.39319
4769.444861,60136.66093,3,628,0.07931010447142048,1192.36121525,37765823.06404
1551.83834,30364.67842,7,627,0.05110669437970268,193.9797925,19038653.36934
2097.389207,42049.76102,4,612,0.04987874261526829,419.47784140000005,25734453.744239997
3743.097232,59088.06755,7,666,0.06334776862975361,467.887154,39352652.9883
4105.254407,74186.23739,6,563,0.055337142728551905,586.4649152857144,41766851.65057
